order_number,order_date,ship_date,customer_id,sales_channel,currency_code,warehouse_code,region_id,product_id,order_quantity,unit_price,total_unit_cost,total_revenue
SO - 0007574,10/31/2022,8/11/2022,42,Trade Supply,NZD,QWE418,99,5,8,5152.3,2576.15,41218.4
SO - 0007581,10/31/2022,11/16/2022,24,Logistics Partner,USD,QWE418,23,2,12,998.3,628.929,11979.6
SO - 0001581,1/11/2022,11/15/2022,29,Trade Supply,NZD,QWE418,63,8,7,1038.5,820.415,7269.5
SO - 0002448,1/11/2022,12/11/2022,5,Logistics Partner,AUD,QWE418,74,2,10,3953.0,2569.45,39530.0
SO - 0003672,1/11/2022,4/11/2022,20,Trade Supply,NZD,QWE418,42,7,12,3939.6,2836.512,47275.2
SO - 0004280,1/11/2022,10/11/2022,41,Logistics Partner,AUD,QWE418,48,1,9,3966.4,2260.848,35697.6
SO - 0005658,1/11/2022,4/11/2022,10,Trade Supply,NZD,QWE418,48,7,11,3872.6,2517.19,42598.6
SO - 0006323,1/11/2022,11/15/2022,39,Trade Supply,NZD,QWE418,67,7,8,2525.9,1010.36,20207.2
SO - 0007049,1/11/2022,9/11/2022,1,Global Sales,NZD,QWE418,48,5,7,180.9,141.102,1266.3
SO - 0007158,1/11/2022,11/15/2022,20,Trade Supply,USD,QWE418,11,5,8,2479.0,1884.04,19832.0
SO - 0007227,1/11/2022,5/11/2022,50,Trade Supply,EUR,QWE418,46,11,10,1721.9,1050.359,17219.0
SO - 000127,2/11/2022,8/11/2022,32,Logistics Partner,USD,QWE418,35,1,6,2988.2,2510.088,17929.2
SO - 0001250,2/11/2022,11/18/2022,27,Global Sales,AUD,QWE418,80,1,11,1815.7,1180.205,19972.7
SO - 0003048,2/11/2022,7/11/2022,28,Trade Supply,NZD,QWE418,23,1,5,1775.5,1065.3,8877.5
SO - 0003506,2/11/2022,11/15/2022,21,Trade Supply,AUD,QWE418,7,9,5,1051.9,494.393,5259.5
SO - 0003829,2/11/2022,11/15/2022,1,Trade Supply,NZD,QWE418,83,5,5,951.4,732.578,4757.0
SO - 0004989,2/11/2022,10/11/2022,12,Trade Supply,AUD,QWE418,65,7,12,1051.9,525.95,12622.8
SO - 0005693,2/11/2022,6/11/2022,32,Global Sales,NZD,QWE418,14,1,11,3082.0,2311.5,33902.0
SO - 0005711,2/11/2022,11/18/2022,8,Trade Supply,NZD,QWE418,24,7,9,1252.9,751.74,11276.1
SO - 0007298,2/11/2022,12/11/2022,25,Global Sales,AUD,QWE418,94,7,5,3142.3,2513.84,15711.5
SO - 0007365,2/11/2022,11/16/2022,16,Trade Supply,NZD,QWE418,77,4,5,6043.4,2659.096,30217.0
SO - 0007663,2/11/2022,11/20/2022,43,Trade Supply,USD,QWE418,67,2,7,991.6,515.632,6941.2
SO - 0001202,3/11/2022,11/17/2022,48,Logistics Partner,NZD,QWE418,25,7,9,1896.1,1573.763,17064.9
SO - 0001248,3/11/2022,12/11/2022,38,Logistics Partner,NZD,QWE418,34,13,10,1929.6,1254.24,19296.0
SO - 0002042,3/11/2022,11/21/2022,12,Logistics Partner,NZD,QWE418,52,2,8,2519.2,1259.6,20153.6
SO - 0002149,3/11/2022,11/20/2022,33,Trade Supply,GBP,QWE418,77,11,6,5641.4,3272.012,33848.4
SO - 0002494,3/11/2022,8/11/2022,37,Trade Supply,AUD,QWE418,8,4,6,1072.0,450.24,6432.0
SO - 0005921,3/11/2022,11/20/2022,20,Logistics Partner,USD,QWE418,67,11,5,2566.1,1796.27,12830.5
SO - 0005942,3/11/2022,7/11/2022,24,Logistics Partner,NZD,QWE418,31,11,12,5822.3,4599.617,69867.6
SO - 0006723,3/11/2022,7/11/2022,13,Logistics Partner,NZD,QWE418,33,13,8,1065.3,426.12,8522.4
SO - 0006831,3/11/2022,11/17/2022,23,Trade Supply,NZD,QWE418,89,5,5,1105.5,563.805,5527.5
SO - 0007818,3/11/2022,11/14/2022,21,Trade Supply,AUD,QWE418,1,6,12,1085.4,434.16,13024.8
SO - 000977,4/11/2022,11/13/2022,12,Trade Supply,EUR,QWE418,18,1,12,2237.8,1834.996,26853.6
SO - 0001866,4/11/2022,12/11/2022,45,Trade Supply,USD,QWE418,25,11,11,2586.2,1862.064,28448.2
SO - 0003195,4/11/2022,11/15/2022,33,Trade Supply,USD,QWE418,79,9,5,1105.5,707.52,5527.5
SO - 0004130,4/11/2022,10/11/2022,23,Global Sales,AUD,QWE418,61,11,11,1299.8,1013.844,14297.8
SO - 0004765,4/11/2022,7/11/2022,34,Logistics Partner,NZD,QWE418,74,13,9,2626.4,1575.84,23637.6
SO - 0005399,4/11/2022,7/11/2022,14,Logistics Partner,NZD,QWE418,77,13,7,2680.0,2278.0,18760.0
SO - 0007556,4/11/2022,11/21/2022,45,Logistics Partner,USD,QWE418,86,6,5,5969.7,4417.578,29848.5
SO - 0007570,4/11/2022,11/17/2022,28,Trade Supply,AUD,QWE418,79,7,9,1755.4,877.7,15798.6
SO - 0007811,4/11/2022,11/14/2022,30,Trade Supply,USD,QWE418,30,13,10,2418.7,1330.285,24187.0
SO - 0008021,4/11/2022,11/16/2022,35,Logistics Partner,AUD,QWE418,6,2,11,864.3,708.726,9507.3
SO - 0001041,5/11/2022,11/19/2022,46,Logistics Partner,NZD,QWE418,40,9,12,2224.4,1401.372,26692.8
SO - 0001640,5/11/2022,11/20/2022,25,Trade Supply,USD,QWE418,21,8,9,2613.0,2168.79,23517.0
SO - 0002140,5/11/2022,11/15/2022,47,Trade Supply,NZD,QWE418,22,13,12,2639.8,1214.308,31677.6
SO - 0002528,5/11/2022,11/16/2022,50,Logistics Partner,EUR,QWE418,4,11,5,2606.3,1407.402,13031.5
SO - 0002985,5/11/2022,10/11/2022,19,Logistics Partner,USD,QWE418,46,2,10,2445.5,1027.11,24455.0
SO - 0004059,5/11/2022,11/15/2022,10,Trade Supply,NZD,QWE418,26,2,8,1118.9,593.017,8951.2
SO - 0005398,5/11/2022,9/11/2022,40,Trade Supply,EUR,QWE418,62,5,11,938.0,675.36,10318.0
SO - 0005491,5/11/2022,11/18/2022,42,Trade Supply,USD,QWE418,46,1,7,1045.2,616.668,7316.4
SO - 0005866,5/11/2022,8/11/2022,20,Trade Supply,AUD,QWE418,61,9,9,5313.1,3028.467,47817.9
SO - 0006664,5/11/2022,11/14/2022,50,Trade Supply,NZD,QWE418,81,2,6,723.6,586.116,4341.6
SO - 000759,6/11/2022,11/18/2022,42,Trade Supply,NZD,QWE418,21,2,10,984.9,541.695,9849.0
SO - 000817,6/11/2022,11/15/2022,20,Logistics Partner,NZD,QWE418,23,1,9,5782.1,4625.68,52038.9
SO - 0002912,6/11/2022,9/11/2022,49,Trade Supply,USD,QWE418,95,2,9,5661.5,3623.36,50953.5
SO - 0003900,6/11/2022,11/16/2022,3,Global Sales,GBP,QWE418,13,1,6,1085.4,879.174,6512.4
SO - 0004801,6/11/2022,12/11/2022,9,Trade Supply,NZD,QWE418,46,1,5,241.2,106.128,1206.0
SO - 0005743,6/11/2022,11/19/2022,42,Logistics Partner,USD,QWE418,98,14,8,1232.8,493.12,9862.4
SO - 0005932,6/11/2022,11/22/2022,12,Trade Supply,NZD,QWE418,35,9,8,6344.9,3616.593,50759.2
SO - 0007306,6/11/2022,11/20/2022,9,Trade Supply,GBP,QWE418,14,1,9,2432.1,1240.371,21888.9
SO - 0007501,6/11/2022,11/17/2022,32,Logistics Partner,NZD,QWE418,1,1,8,3959.7,2098.641,31677.6
SO - 000178,7/11/2022,11/24/2022,28,Trade Supply,USD,QWE418,93,11,6,234.5,128.975,1407.0
SO - 0001719,7/11/2022,11/15/2022,42,Global Sales,NZD,QWE418,3,12,9,3865.9,2860.766,34793.1
SO - 0002929,7/11/2022,11/21/2022,23,Logistics Partner,GBP,QWE418,79,6,8,3986.5,1594.6,31892.0
SO - 0003004,7/11/2022,11/25/2022,41,Trade Supply,NZD,QWE418,24,6,11,1742.0,801.32,19162.0
SO - 0003709,7/11/2022,11/18/2022,41,Global Sales,NZD,QWE418,91,9,9,3919.5,1606.995,35275.5
SO - 0003771,7/11/2022,11/24/2022,43,Trade Supply,NZD,QWE418,26,11,7,2378.5,2021.725,16649.5
SO - 0004968,7/11/2022,11/24/2022,31,Trade Supply,NZD,QWE418,83,9,12,1078.7,431.48,12944.4
SO - 000206,8/11/2022,11/18/2022,34,Trade Supply,AUD,QWE418,25,2,7,2887.7,1443.85,20213.9
SO - 0002103,8/11/2022,11/25/2022,11,Trade Supply,AUD,QWE418,76,1,7,1829.1,1444.989,12803.7
SO - 0002294,8/11/2022,12/11/2022,44,Logistics Partner,AUD,QWE418,38,9,11,1098.8,439.52,12086.8
SO - 0004072,8/11/2022,11/18/2022,48,Trade Supply,USD,QWE418,73,7,8,1139.0,569.5,9112.0
SO - 0004187,8/11/2022,12/11/2022,12,Logistics Partner,NZD,QWE418,93,7,11,1078.7,668.794,11865.7
SO - 0004250,8/11/2022,11/24/2022,42,Trade Supply,NZD,QWE418,82,11,11,3939.6,1812.216,43335.6
SO - 0005278,8/11/2022,11/14/2022,18,Logistics Partner,AUD,QWE418,14,7,5,931.3,689.162,4656.5
SO - 0006657,8/11/2022,11/19/2022,48,Trade Supply,NZD,QWE418,89,13,5,3792.2,2919.994,18961.0
SO - 0007623,8/11/2022,11/14/2022,18,Global Sales,NZD,QWE418,39,11,7,4006.6,3165.214,28046.2
SO - 000710,9/11/2022,11/27/2022,49,Logistics Partner,GBP,QWE418,84,7,6,3356.7,1846.185,20140.2
SO - 000917,9/11/2022,11/14/2022,14,Global Sales,NZD,QWE418,12,9,12,1025.1,584.307,12301.2
SO - 0001478,9/11/2022,11/27/2022,19,Trade Supply,NZD,QWE418,10,5,7,911.2,692.512,6378.4
SO - 0001844,9/11/2022,11/16/2022,5,Logistics Partner,NZD,QWE418,59,4,7,871.0,661.96,6097.0
SO - 0001918,9/11/2022,11/14/2022,39,Logistics Partner,AUD,QWE418,1,2,9,3564.4,1817.844,32079.6
SO - 0003285,9/11/2022,11/17/2022,16,Trade Supply,AUD,QWE418,55,5,9,4006.6,2444.026,36059.4
SO - 0004764,9/11/2022,11/27/2022,34,Global Sales,GBP,QWE418,23,2,12,690.1,282.941,8281.2
SO - 0005558,9/11/2022,11/26/2022,50,Logistics Partner,NZD,QWE418,22,9,10,1721.9,774.855,17219.0
SO - 0005742,9/11/2022,11/13/2022,27,Trade Supply,USD,QWE418,31,4,6,1996.6,1217.926,11979.6
SO - 0005920,9/11/2022,11/27/2022,35,Trade Supply,NZD,QWE418,31,7,11,3242.8,2756.38,35670.8
SO - 0006893,9/11/2022,11/25/2022,27,Logistics Partner,NZD,QWE418,19,1,8,3852.5,2311.5,30820.0
SO - 0006967,9/11/2022,11/26/2022,37,Trade Supply,NZD,QWE418,86,5,10,5393.5,3667.58,53935.0
SO - 0002034,10/11/2022,11/18/2022,48,Trade Supply,AUD,QWE418,8,11,8,1065.3,681.792,8522.4
SO - 0002472,10/11/2022,11/17/2022,39,Trade Supply,NZD,QWE418,20,9,6,5179.1,4246.862,31074.6
SO - 0002926,10/11/2022,11/15/2022,13,Logistics Partner,NZD,QWE418,14,13,12,1708.5,1247.205,20502.0
SO - 0003379,10/11/2022,11/23/2022,23,Logistics Partner,AUD,QWE418,35,1,7,3517.5,2778.825,24622.5
SO - 0006287,10/11/2022,11/19/2022,26,Trade Supply,NZD,QWE418,84,1,7,884.4,459.888,6190.8
SO - 0006582,10/11/2022,11/28/2022,6,Global Sales,NZD,QWE418,47,11,12,1822.4,1093.44,21868.8
SO - 000177,11/11/2022,11/16/2022,33,Trade Supply,GBP,QWE418,93,7,7,1011.7,799.243,7081.9
SO - 0001064,11/11/2022,11/27/2022,41,Logistics Partner,NZD,QWE418,45,1,5,5293.0,2858.22,26465.0
SO - 0002608,11/11/2022,11/23/2022,14,Global Sales,NZD,QWE418,39,13,11,1333.3,706.649,14666.3
SO - 0002999,11/11/2022,11/22/2022,34,Trade Supply,GBP,QWE418,55,11,6,1333.3,599.985,7999.8
SO - 0003494,11/11/2022,11/29/2022,39,Trade Supply,AUD,QWE418,81,4,5,2324.9,953.209,11624.5
SO - 0001414,12/11/2022,11/29/2022,13,Trade Supply,NZD,QWE418,72,1,11,1092.1,797.233,12013.1
SO - 0002174,12/11/2022,11/20/2022,46,Logistics Partner,NZD,QWE418,10,13,7,2579.5,2140.985,18056.5
SO - 0002640,12/11/2022,11/28/2022,39,Logistics Partner,USD,QWE418,9,13,7,2358.4,1462.208,16508.8
SO - 0003452,12/11/2022,11/30/2022,8,Global Sales,AUD,QWE418,39,1,7,261.3,164.619,1829.1
SO - 0003670,12/11/2022,11/25/2022,30,Logistics Partner,AUD,QWE418,65,13,10,5366.7,3542.022,53667.0
SO - 0004646,12/11/2022,11/22/2022,42,Trade Supply,NZD,QWE418,55,9,5,3859.2,2855.808,19296.0
SO - 0005285,12/11/2022,11/24/2022,9,Trade Supply,NZD,QWE418,23,11,9,1038.5,498.48,9346.5
SO - 0005512,12/11/2022,11/19/2022,43,Trade Supply,NZD,QWE418,82,13,5,1849.2,1128.012,9246.0
SO - 0007893,12/11/2022,11/22/2022,21,Global Sales,NZD,QWE418,10,11,11,1989.9,1373.031,21888.9
SO - 000165,11/13/2022,11/25/2022,23,Logistics Partner,EUR,QWE418,28,7,5,1058.6,751.606,5293.0
SO - 000472,11/13/2022,11/17/2022,8,Trade Supply,USD,QWE418,9,1,12,1768.8,831.336,21225.6
SO - 0001206,11/13/2022,11/17/2022,13,Trade Supply,NZD,QWE418,27,2,9,5165.7,4029.246,46491.3
SO - 0002902,11/13/2022,11/27/2022,7,Trade Supply,USD,QWE418,85,2,7,1902.8,1331.96,13319.6
SO - 0003764,11/13/2022,1/12/2022,28,Trade Supply,USD,QWE418,94,5,8,1025.1,584.307,8200.8
SO - 0005292,11/13/2022,11/27/2022,5,Logistics Partner,NZD,QWE418,58,12,6,1092.1,753.549,6552.6
SO - 0007250,11/13/2022,11/28/2022,15,Trade Supply,NZD,QWE418,62,1,5,1775.5,1083.055,8877.5
SO - 000277,11/14/2022,11/30/2022,35,Trade Supply,AUD,QWE418,59,11,11,2599.6,1637.748,28595.6
SO - 000355,11/14/2022,11/21/2022,41,Logistics Partner,NZD,QWE418,58,5,11,1092.1,622.497,12013.1
SO - 000713,11/14/2022,11/20/2022,31,Logistics Partner,AUD,QWE418,36,5,6,3926.2,2552.03,23557.2
SO - 0001135,11/14/2022,11/17/2022,24,Global Sales,USD,QWE418,42,7,6,2646.5,1217.39,15879.0
SO - 0002742,11/14/2022,11/19/2022,48,Trade Supply,USD,QWE418,98,11,9,1018.4,784.168,9165.6
SO - 0004613,11/14/2022,11/26/2022,14,Global Sales,USD,QWE418,23,7,10,3973.1,1668.702,39731.0
SO - 0005885,11/14/2022,11/23/2022,49,Trade Supply,GBP,QWE418,15,11,11,1132.3,634.088,12455.3
SO - 0005996,11/14/2022,11/25/2022,16,Logistics Partner,USD,QWE418,9,2,12,2479.0,1512.19,29748.0
SO - 0006279,11/14/2022,11/21/2022,43,Logistics Partner,NZD,QWE418,11,7,7,3845.8,1538.32,26920.6
SO - 0007118,11/14/2022,11/28/2022,20,Trade Supply,NZD,QWE418,73,7,7,1159.1,660.687,8113.7
SO - 0002620,11/15/2022,1/12/2022,2,Trade Supply,NZD,QWE418,23,3,10,1025.1,738.072,10251.0
SO - 0002696,11/15/2022,11/24/2022,41,Global Sales,AUD,QWE418,35,2,8,3953.0,2253.21,31624.0
SO - 0002884,11/15/2022,11/20/2022,33,Logistics Partner,NZD,QWE418,8,3,6,1092.1,611.576,6552.6
SO - 0003268,11/15/2022,11/28/2022,14,Logistics Partner,USD,QWE418,82,2,10,221.1,187.935,2211.0
SO - 0003816,11/15/2022,11/30/2022,21,Trade Supply,USD,QWE418,20,1,10,3912.8,1799.888,39128.0
SO - 0004524,11/15/2022,11/30/2022,11,Logistics Partner,USD,QWE418,96,4,10,3879.3,2793.096,38793.0
SO - 0005785,11/15/2022,11/23/2022,22,Trade Supply,NZD,QWE418,93,8,9,2351.7,1599.156,21165.3
SO - 0006154,11/15/2022,11/28/2022,37,Trade Supply,USD,QWE418,46,2,9,951.4,428.13,8562.6
SO - 0007625,11/15/2022,11/23/2022,31,Global Sales,AUD,QWE418,100,9,8,1822.4,1221.008,14579.2
SO - 0001530,11/16/2022,11/29/2022,23,Trade Supply,USD,QWE418,67,5,5,871.0,705.51,4355.0
SO - 0001985,11/16/2022,11/30/2022,43,Global Sales,NZD,QWE418,76,5,9,3075.3,2490.993,27677.7
SO - 0002478,11/16/2022,11/30/2022,32,Trade Supply,USD,QWE418,40,2,10,1011.7,465.382,10117.0
SO - 0002820,11/16/2022,4/12/2022,24,Global Sales,NZD,QWE418,18,11,11,1112.2,811.906,12234.2
SO - 0003848,11/16/2022,4/12/2022,27,Logistics Partner,GBP,QWE418,39,1,11,743.7,349.539,8180.7
SO - 0006418,11/16/2022,11/30/2022,12,Trade Supply,GBP,QWE418,12,8,12,214.4,143.648,2572.8
SO - 0007397,11/16/2022,11/19/2022,3,Trade Supply,USD,QWE418,3,7,9,1949.7,1072.335,17547.3
SO - 0007982,11/16/2022,11/22/2022,26,Global Sales,NZD,QWE418,40,13,6,2586.2,1784.478,15517.2
SO - 0001999,11/17/2022,11/20/2022,41,Trade Supply,AUD,QWE418,66,13,8,2465.6,1676.608,19724.8
SO - 0003332,11/17/2022,5/12/2022,15,Trade Supply,NZD,QWE418,68,13,8,1072.0,546.72,8576.0
SO - 0004929,11/17/2022,11/24/2022,30,Trade Supply,NZD,QWE418,42,1,7,2673.3,2138.64,18713.1
SO - 0007412,11/17/2022,11/27/2022,30,Trade Supply,NZD,QWE418,24,2,12,2452.2,1814.628,29426.4
SO - 0007714,11/17/2022,3/12/2022,23,Logistics Partner,USD,QWE418,38,7,9,3879.3,1745.685,34913.7
SO - 0001822,11/18/2022,11/24/2022,42,Logistics Partner,USD,QWE418,9,4,8,1031.8,866.712,8254.4
SO - 0003584,11/18/2022,11/25/2022,12,Trade Supply,USD,QWE418,70,7,12,2385.2,1454.972,28622.4
SO - 0005744,11/18/2022,11/24/2022,44,Trade Supply,NZD,QWE418,14,2,8,3155.7,1388.508,25245.6
SO - 0007551,11/18/2022,11/21/2022,49,Global Sales,GBP,QWE418,73,11,8,978.2,401.062,7825.6
SO - 0007948,11/18/2022,11/26/2022,20,Logistics Partner,NZD,QWE418,13,7,5,978.2,606.484,4891.0
SO - 0002547,11/19/2022,5/12/2022,10,Trade Supply,USD,QWE418,59,11,11,2458.9,1549.107,27047.9
SO - 0003629,11/19/2022,1/12/2022,28,Logistics Partner,NZD,QWE418,74,5,12,1045.2,606.216,12542.4
SO - 0003972,11/19/2022,1/12/2022,12,Logistics Partner,USD,QWE418,38,7,12,1005.0,743.7,12060.0
SO - 0007422,11/19/2022,11/24/2022,33,Trade Supply,EUR,QWE418,9,11,6,3383.5,2774.47,20301.0
SO - 0001994,11/20/2022,3/12/2022,43,Trade Supply,GBP,QWE418,25,5,7,904.5,397.98,6331.5
SO - 0002237,11/20/2022,11/29/2022,4,Trade Supply,USD,QWE418,35,14,10,1038.5,446.555,10385.0
SO - 0003664,11/20/2022,11/26/2022,3,Trade Supply,USD,QWE418,94,7,6,247.9,138.824,1487.4
SO - 0003683,11/20/2022,2/12/2022,35,Trade Supply,EUR,QWE418,43,1,6,2592.9,2203.965,15557.4
SO - 0004324,11/20/2022,11/23/2022,45,Trade Supply,EUR,QWE418,38,11,11,1105.5,442.2,12160.5
SO - 0004343,11/20/2022,11/26/2022,34,Trade Supply,NZD,QWE418,75,7,7,1078.7,647.22,7550.9
SO - 000715,11/21/2022,11/30/2022,46,Trade Supply,USD,QWE418,69,11,6,3932.9,2871.017,23597.4
SO - 000955,11/21/2022,3/12/2022,7,Trade Supply,AUD,QWE418,67,2,11,1005.0,763.8,11055.0
SO - 0003687,11/21/2022,9/12/2022,23,Trade Supply,NZD,QWE418,49,11,5,1051.9,610.102,5259.5
SO - 0001348,11/22/2022,3/12/2022,37,Trade Supply,NZD,QWE418,15,13,8,1688.4,759.78,13507.2
SO - 0001576,11/22/2022,1/12/2022,29,Trade Supply,AUD,QWE418,48,7,9,3906.1,2538.965,35154.9
SO - 0001876,11/22/2022,11/26/2022,36,Trade Supply,USD,QWE418,51,1,7,214.4,165.088,1500.8
SO - 0002255,11/22/2022,11/29/2022,34,Global Sales,EUR,QWE418,55,2,8,1051.9,704.773,8415.2
SO - 0003427,11/22/2022,6/12/2022,36,Logistics Partner,GBP,QWE418,53,1,11,3953.0,2767.1,43483.0
SO - 0003752,11/22/2022,8/12/2022,3,Trade Supply,NZD,QWE418,100,9,11,783.9,423.306,8622.9
SO - 0004483,11/22/2022,11/29/2022,27,Logistics Partner,AUD,QWE418,24,2,12,1936.3,1374.773,23235.6
SO - 0006735,11/22/2022,7/12/2022,29,Global Sales,AUD,QWE418,74,12,6,180.9,106.731,1085.4
SO - 0007734,11/22/2022,11/25/2022,5,Global Sales,GBP,QWE418,9,2,11,1956.4,1565.12,21520.4
SO - 000425,11/23/2022,11/27/2022,29,Logistics Partner,NZD,QWE418,19,6,7,3926.2,2120.148,27483.4
SO - 000882,11/23/2022,3/12/2022,29,Global Sales,AUD,QWE418,36,5,10,3859.2,2315.52,38592.0
SO - 0002315,11/23/2022,7/12/2022,17,Trade Supply,USD,QWE418,59,7,5,964.8,569.232,4824.0
SO - 0004425,11/23/2022,11/29/2022,34,Logistics Partner,NZD,QWE418,5,9,5,904.5,470.34,4522.5
SO - 0004598,11/23/2022,9/12/2022,14,Trade Supply,AUD,QWE418,92,13,6,2599.6,1637.748,15597.6
SO - 0004641,11/23/2022,10/12/2022,22,Trade Supply,GBP,QWE418,51,2,10,1051.9,662.697,10519.0
SO - 0005277,11/23/2022,11/12/2022,9,Logistics Partner,AUD,QWE418,31,7,9,6257.8,3066.322,56320.2
SO - 0005776,11/23/2022,5/12/2022,37,Trade Supply,NZD,QWE418,67,5,7,1105.5,784.905,7738.5
SO - 0007177,11/23/2022,11/12/2022,32,Trade Supply,USD,QWE418,3,1,8,1058.6,508.128,8468.8
SO - 0001965,11/24/2022,1/12/2022,40,Trade Supply,EUR,QWE418,57,11,7,5815.6,4303.544,40709.2
SO - 0002431,11/24/2022,2/12/2022,24,Trade Supply,USD,QWE418,30,2,10,1065.3,671.139,10653.0
SO - 0002711,11/24/2022,5/12/2022,17,Global Sales,NZD,QWE418,49,1,9,268.0,219.76,2412.0
SO - 0004351,11/24/2022,10/12/2022,41,Trade Supply,AUD,QWE418,43,11,11,6304.7,4413.29,69351.7
SO - 0004804,11/24/2022,11/28/2022,17,Trade Supply,NZD,QWE418,5,11,6,3825.7,3137.074,22954.2
SO - 0006576,11/24/2022,8/12/2022,26,Trade Supply,AUD,QWE418,6,11,5,5239.4,3615.186,26197.0
SO - 0002371,11/25/2022,1/12/2022,27,Trade Supply,AUD,QWE418,86,11,7,1098.8,879.04,7691.6
SO - 0002813,11/25/2022,12/13/2022,29,Trade Supply,NZD,QWE418,63,7,12,3946.3,1775.835,47355.6
SO - 0004558,11/25/2022,2/12/2022,44,Trade Supply,NZD,QWE418,77,4,8,3872.6,1742.67,30980.8
SO - 0005082,11/25/2022,12/12/2022,13,Global Sales,GBP,QWE418,21,6,5,3899.4,3197.508,19497.0
SO - 0007225,11/25/2022,12/13/2022,14,Logistics Partner,NZD,QWE418,72,14,8,1695.1,830.599,13560.8
SO - 0007339,11/25/2022,11/28/2022,25,Trade Supply,USD,QWE418,39,3,6,2519.2,1007.68,15115.2
SO - 0007472,11/25/2022,3/12/2022,15,Trade Supply,USD,QWE418,72,7,5,1762.1,1444.922,8810.5
SO - 0008091,11/25/2022,1/12/2022,41,Global Sales,USD,QWE418,85,2,8,2211.0,1370.82,17688.0
SO - 000581,11/26/2022,5/12/2022,30,Trade Supply,EUR,QWE418,57,5,5,5916.1,4673.719,29580.5
SO - 000851,11/26/2022,11/29/2022,15,Trade Supply,NZD,QWE418,74,11,12,2499.1,1624.415,29989.2
SO - 0003472,11/26/2022,10/12/2022,26,Trade Supply,USD,QWE418,20,11,7,844.2,379.89,5909.4
SO - 0004204,11/26/2022,11/30/2022,12,Logistics Partner,NZD,QWE418,13,1,12,1065.3,862.893,12783.6
SO - 0004570,11/26/2022,12/14/2022,6,Trade Supply,NZD,QWE418,81,2,5,871.0,374.53,4355.0
SO - 0006840,11/26/2022,9/12/2022,12,Logistics Partner,AUD,QWE418,8,13,7,2606.3,1329.213,18244.1
SO - 0007500,11/26/2022,12/14/2022,6,Trade Supply,USD,QWE418,24,7,11,1192.6,644.004,13118.6
SO - 000160,11/27/2022,5/12/2022,33,Trade Supply,GBP,QWE418,6,5,11,3892.7,2880.598,42819.7
SO - 000371,11/27/2022,11/12/2022,26,Trade Supply,EUR,QWE418,18,2,8,904.5,379.89,7236.0
SO - 0001940,11/27/2022,9/12/2022,16,Trade Supply,USD,QWE418,75,11,8,5279.6,4118.088,42236.8
SO - 0002572,11/27/2022,12/12/2022,29,Trade Supply,EUR,QWE418,18,11,8,6210.9,4471.848,49687.2
SO - 0002991,11/27/2022,12/15/2022,28,Trade Supply,AUD,QWE418,62,2,5,1078.7,647.22,5393.5
SO - 0006407,11/27/2022,6/12/2022,26,Logistics Partner,USD,QWE418,56,1,11,1118.9,861.553,12307.9
SO - 0006900,11/27/2022,12/15/2022,12,Trade Supply,AUD,QWE418,65,2,6,884.4,619.08,5306.4
SO - 0007737,11/27/2022,1/12/2022,8,Trade Supply,USD,QWE418,63,10,12,3685.0,3095.4,44220.0
SO - 000825,11/28/2022,3/12/2022,50,Logistics Partner,NZD,QWE418,8,11,12,2378.5,1546.025,28542.0
SO - 0001820,11/28/2022,7/12/2022,6,Trade Supply,NZD,QWE418,99,2,12,1192.6,739.412,14311.2
SO - 0003207,11/28/2022,12/16/2022,41,Logistics Partner,GBP,QWE418,21,7,5,1139.0,523.94,5695.0
SO - 0003694,11/28/2022,1/12/2022,11,Global Sales,USD,QWE418,58,2,8,1098.8,791.136,8790.4
SO - 0003784,11/28/2022,6/12/2022,18,Trade Supply,NZD,QWE418,54,5,11,1755.4,947.916,19309.4
SO - 0004657,11/28/2022,8/12/2022,2,Global Sales,EUR,QWE418,94,7,7,1782.2,962.388,12475.4
SO - 0004962,11/28/2022,11/12/2022,44,Logistics Partner,NZD,QWE418,64,4,8,5996.5,5097.025,47972.0
SO - 0006938,11/28/2022,6/12/2022,28,Trade Supply,AUD,QWE418,78,5,8,3296.4,1911.912,26371.2
SO - 0007582,11/28/2022,4/12/2022,1,Trade Supply,NZD,QWE418,81,7,9,3932.9,2831.688,35396.1
SO - 0007911,11/28/2022,12/13/2022,9,Trade Supply,AUD,QWE418,79,7,10,6324.8,2719.664,63248.0
SO - 0008025,11/28/2022,12/12/2022,1,Trade Supply,NZD,QWE418,30,11,10,1125.6,562.8,11256.0
SO - 000128,11/29/2022,6/12/2022,32,Trade Supply,AUD,QWE418,38,5,11,3999.9,2679.933,43998.9
SO - 000726,11/29/2022,12/17/2022,29,Logistics Partner,USD,QWE418,47,13,10,5346.6,3528.756,53466.0
SO - 0003106,11/29/2022,8/12/2022,49,Logistics Partner,AUD,QWE418,64,5,7,1943.0,874.35,13601.0
SO - 0003347,11/29/2022,12/17/2022,1,Trade Supply,USD,QWE418,49,9,5,3604.6,2379.036,18023.0
SO - 0004769,11/29/2022,12/13/2022,7,Trade Supply,USD,QWE418,86,9,12,5112.1,3322.865,61345.2
SO - 0005303,11/29/2022,8/12/2022,13,Global Sales,NZD,QWE418,19,1,9,958.1,479.05,8622.9
SO - 0005311,11/29/2022,12/15/2022,9,Logistics Partner,AUD,QWE418,30,1,10,1031.8,526.218,10318.0
